SL9_2720_0001, NH3X, MEAN, 0.3719E+07, 0.5682E+07, 1.52783006184458187684
SL9_2720_0001, ORGN, MEAN, 0.5802E+08, 0.3748E+08, .64598414339882790684
SL9_2720_0001, ORGP, MEAN, 0.1994E+07, 0.3753E+07, 1.88214643931795386158
SL9_2720_0001, PO4X, MEAN, 0.1109E+07, 0.8864E+06, .79927862939585211902
SL9_2720_0001, PIPX, MEAN, 0.2464E+07, 0.1576E+07, .63961038961038961038
SL9_2720_0001, TSED, MEAN, 0.1587E+07, 0.2324E+07, 1.46439823566477630749
SL9_2720_0001, NO23, MEAN, 0.7518E+08, 0.9785E+08, 1.30154296355413673849
SL9_2720_0001, TOTN, MEAN, 0.1369E+09, 0.1407E+09, 1.02775748721694667640
SL9_2720_0001, TOTP, MEAN, 0.5567E+07, 0.6227E+07, 1.11855577510328722830
SL9_2720_0001, TSSX, MEAN, 0.3211E+10, 0.4713E+10, 1.46776705076300218000
