landseg,landuse,nutrient,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
A10001,hyw,Phos,0,0,0,6.7331088843113202E-2,0.13297549392942934,0.18941724154755635,0.22657111553956347,0.21539815133265877,0.16441853565908471,3.8883731485942047E-3,0,0
B51113,hom,Nitr,0,0,2.1852355899223434E-3,5.5840032731092573E-2,0.14179406900026439,0.19632077046272936,0.23848875709357942,0.21390120982818248,0.1486955700631408,2.7743552310886483E-3,0,0
A51029,hwm,Phos,2.9971159433801517E-5,1.975795630772297E-3,2.9274181762116155E-2,0.10941355131164296,0.20091554827873226,0.1685617508072435,0.16608628515853102,0.15338467083053881,7.9336993657395161E-2,6.1937514910549163E-2,2.7425775598722495E-2,1.6579608943223909E-3
A51135,pul,Phos,0,0,0,9.1056350386451282E-2,0.14254179170993739,0.18425540462653761,0.21531440473771046,0.20348813996788701,0.15924047728831781,4.1034312831584492E-3,0,0
A51065,hyo,Nitr,0,0,0,7.4623025041736707E-2,0.13526736569344416,0.19054447084003326,0.22624596249949858,0.21242317183557513,0.15730303413197053,3.5929699577416422E-3,0,0
A42107,hyw,Nitr,0,0,2.744218864064697E-5,2.9876426679227222E-4,0.14896213634754013,0.24200841450300559,0.30123017314047251,0.28498313326759445,2.1786342703723274E-2,6.5117774966204345E-4,5.2415832569065019E-5,0
A51065,puh,Phos,0,0,0,9.2852837292033655E-2,0.14211451956242654,0.18487453645890742,0.21433586787335313,0.20336296565751746,0.15848657321468526,3.9726999410765393E-3,0,0
A51193,hom,Nitr,0,0,5.4490379936170102E-3,7.0779467996552464E-2,0.14085369466093944,0.1838088261244479,0.22539307170127434,0.20529613641780617,0.11908661997691247,4.8335293046996762E-2,9.9785208145345252E-4,0
B42009,nho,Phos,0,0,0,2.7762018512427844E-3,0.1235009003508212,0.23854640672080032,0.31107979266230673,0.28443859886541178,3.8504530009642567E-2,1.1082151530270197E-3,4.5354386747619566E-5,0
B51003,hom,Nitr,0,0,9.7451287926828478E-4,6.0767588679658535E-2,0.13404698970224435,0.19586983437713212,0.23715479842722031,0.2162629963258042,0.15180720514769447,3.116074460977729E-3,0,0
A51133,pas,Nitr,0,0,0,8.2319487848852679E-2,0.12805076510966898,0.16463285087524732,0.1920759540792458,0.1828884085048314,0.14739585821101345,9.9894294853777973E-2,2.742380517362422E-3,0
A51171,alf,Phos,0,0,0,0,0.15128641318782374,0.20372535313217718,0.23952714686832149,0.22786125565905543,0.1733597160649907,4.2401150876314768E-3,0,0
A24035,pul,Phos,0,0,0,8.4802789267452244E-2,0.14000759064919385,0.18508636531601338,0.21656266305392149,0.20672671647708524,0.16268888263908646,4.1249925972473142E-3,0,0
A42131,lwm,Nitr,0,0,7.9332582378123366E-5,4.3122043111759392E-3,0.11315063885714001,0.23608379893938944,0.30333725433447351,0.27489485618658727,6.0266031139974315E-2,7.7300158869459895E-3,1.4586776193539303E-4,0
A42109,nhy,Phos,0,0,2.465966629877171E-5,3.8206468031083571E-4,0.15828055619192649,0.24373099334177145,0.29642599889428473,0.28030916662385419,2.0274156816581797E-2,5.2874725843763727E-4,4.3656526534097732E-5,0
A54023,nho,Nitr,0,0,0,1.6169022316598742E-2,0.12169588380848655,0.22373028170875042,0.28342497876157435,0.23967947814712229,0.11272316735110635,2.5264199433330469E-3,5.0767963028236072E-5,0
A51019,puh,Nitr,0,0,0,9.0956399341168878E-2,0.14142851321078442,0.18403181016453699,0.21494817793282825,0.20644521229355239,0.15809107822382715,4.0988088333019168E-3,0,0
B42119,hom,Nitr,0,0,0,3.4918752381017958E-3,8.6849954270659946E-2,0.23662985397741024,0.30590098682962891,0.26837394176245971,0.09639526310078414,2.3289345755475171E-3,2.919024540779681E-5,0
B51003,pul,Nitr,0,0,0,0.09313754597970493,0.14236436543913808,0.18513154263828205,0.21452747399638464,0.20288395927825864,0.15801804806759659,3.9370646006350778E-3,0,0
A51031,pul,Nitr,0,0,0,9.2040308091633105E-2,0.14201943445524762,0.18464229885889838,0.2141736809744228,0.20430100991516753,0.15881683058222279,4.0064371224077808E-3,0,0
A42087,trp,Phos,0,0,0,0,0.17507528222780291,0.24574742426776552,0.29238615567054455,0.27880814774124613,7.9829900926408903E-3,0,0,0
A10001,alf,Phos,0,0,0,0.08220603413168491,0.13849309798915704,0.1853184123173027,0.21754272594022037,0.20810619173794523,0.16420483280437137,4.1287050793183703E-3,0,0
A24033,trp,Nitr,0,0,0,8.4354753643215263E-2,0.14021021140163087,0.18556757152310979,0.21798095628717534,0.20746583245619329,0.16041726544580712,4.0034092428683082E-3,0,0
A51181,pas,Nitr,0,0,0,8.7521795803392768E-2,0.13013269492327245,0.16328421371821408,0.18991230573235793,0.18010047111048577,0.14582308310107892,0.10040407106161796,2.8213645495801182E-3,0
A36065,hyw,Nitr,0,0,8.8752114495498784E-7,1.791956819889625E-4,0.11804486941169413,0.21041096325226019,0.26512240058356384,0.2507938419313725,0.15255070837945517,2.8918465555916244E-3,5.2866829286131583E-6,0
