riverseg, landseg, area (acres) ***
GY0_3800_3801,A24023,38612.05
GY0_3800_3801,A42111,2355.24
GY0_3801_0000,A24023,20239.34
GY0_3950_3952,A24023,31200.68
GY0_3951_3952,A24023,33055.03
GY0_3951_3952,A54077,9521.82
GY0_3952_0000,A24023,31280.75
GY0_3952_0000,A54077,2329.14
GY0_4240_3951,A24023,40935.13
GY0_4530_4532,A24023,26213.90
GY0_4531_4532,A24023,25747.13
GY0_4531_4532,A54077,32306.01
GY0_4532_3951,A24023,19879.06
GY0_4532_3951,A54077,494.16
JA0_7291_7290,A51041,34860.01
JA0_7291_7290,A51145,6302.49
JA1_7600_7570,A51007,29044.72
JA1_7600_7570,A51135,71941.74
JA1_7640_7280,A51147,99348.41
JA2_7290_0001,A51041,73513.37
JA2_7290_0001,A51570,2086.37
JA2_7410_7470,A51007,72001.70
JA2_7410_7470,A51135,17853.59
JA2_7410_7470,A51147,466.21
JA2_7550_7280,A51011,61918.21
JA2_7550_7280,A51029,22790.72
JA2_7550_7280,A51049,12416.98
JA2_7550_7280,A51147,100949.65
JA2_7550_7280,F51011,1780.03
JA2_7550_7280,F51147,4.97
JA2_7570_7480,A51007,24643.01
JA2_7570_7480,A51135,5974.16
JA4_7280_7340,A51007,50721.26
JA4_7280_7340,A51049,56031.19
JA4_7280_7340,A51135,2102.65
JA4_7280_7340,A51145,40110.38
JA4_7280_7340,A51147,15954.06
JA4_7280_7340,F51145,9.99
JA4_7340_7470,A51007,1018.42
JA4_7340_7470,A51041,8098.57
JA4_7340_7470,A51145,3835.04
JA4_7470_7480,A51007,17942.05
JA4_7470_7480,A51041,18077.57
JA5_7460_0000,A51041,9298.47
JA5_7460_0000,A51149,961.00
JA5_7460_0000,A51670,2218.36
JA5_7460_0000,F51149,2072.34
JA5_7460_0000,F51670,10.98
JA5_7480_0001,A51007,34097.24
JA5_7480_0001,A51041,36920.93
JA5_7480_0001,A51053,43600.96
JA5_7480_0001,A51135,8687.41
JA5_7520_0000,A51041,9252.46
JA5_7520_0000,A51053,6976.86
JA5_7520_0000,A51149,2135.54
JA5_7520_0000,A51570,2908.13
JA5_7520_0000,A51730,8808.08
JA5_7520_0000,F51053,47.66
JA5_7520_0000,F51149,1071.33
JA5_7520_0000,F51730,988.51
JB0_7050_0000,A51036,32788.85
JB0_7050_0000,A51095,32583.96
JB0_7050_0000,A51127,3067.35
JB0_7051_0001,A51095,2864.68
JB0_7052_0001,A51095,1755.96
JB0_7052_0001,A51127,26237.39
JB0_7071_0000,A51041,57103.22
JB0_7071_0000,A51087,23818.86
JB0_7071_0000,A51760,19618.63
JB0_7071_0000,F51041,627.61
JB0_7071_0000,F51087,217.31
JB0_7071_0000,F51760,73.85
JB0_7072_0000,A51095,26034.34
JB0_7072_0000,A51181,34878.53
JB0_7072_0000,A51199,116.25
JB0_7072_0000,A51830,4092.75
JB0_7072_0000,F51095,2728.46
JB0_7072_0000,F51181,451.30
JB0_7072_0000,F51830,107.62
JB0_7073_0000,A51036,5002.14
JB0_7073_0000,A51041,6570.37
JB0_7073_0000,A51087,30484.30
JB0_7073_0000,F51041,1213.93
JB0_7073_0000,F51087,983.39
JB0_7074_0000,A51036,44348.82
JB0_7074_0000,A51041,469.02
JB0_7074_0000,A51149,31000.12
JB0_7074_0000,A51670,4134.73
JB0_7074_0000,F51149,4713.17
JB0_7074_0000,F51670,9.07
JB0_7075_0000,A51670,211.96
JB0_7075_0000,F51670,13.62
JB0_7076_0000,A51041,6494.49
JB0_7270_0000,A51036,11725.80
JB0_7270_0000,A51149,34115.94
JB0_7270_0000,A51181,18412.77
JB0_7270_0000,F51149,1692.92
JB0_7271_0000,A51036,676.65
JB0_7271_0000,A51181,6255.68
JB0_7381_0000,A51550,6421.51
JB0_7381_0000,A51710,8191.85
JB0_7381_0000,A51810,9369.01
JB0_7381_0000,F51710,18.36
JB0_7382_0000,A51550,34613.55
JB0_7382_0000,A51710,247.61
JB0_7382_0000,A51740,4267.75
JB0_7382_0000,F51550,2266.15
JB0_7382_0000,F51710,69.84
JB0_7382_0000,F51740,705.10
JB0_7383_0000,A51550,13220.63
JB0_7383_0000,A51740,8741.10
JB0_7383_0000,A51800,2412.90
JB0_7383_0000,F51740,10.54
JB0_7390_0000,A51093,67471.81
JB0_7390_0000,A51095,3760.64
JB0_7390_0000,A51181,9265.31
JB0_7390_0000,A51199,3841.12
JB0_7390_0000,A51650,1603.46
JB0_7390_0000,A51700,28610.06
JB0_7390_0000,A51740,1220.25
JB0_7390_0000,A51800,8496.71
JB0_7390_0000,F51095,1046.15
JB0_7390_0000,F51199,3647.10
JB0_7390_0000,F51700,7971.78
JB0_7390_0000,F51740,423.44
JB0_7391_0000,A51095,1487.49
JB0_7391_0000,A51199,77.36
JB0_7391_0000,F51095,23.49
JB0_7391_0000,F51199,63.47
JB0_7392_0000,A51181,955.63
JB0_7393_0000,A51710,2413.02
JB0_7393_0000,F51710,4375.84
JB0_7394_0000,F51710,238.46
JB0_7395_0000,A51740,5.84
JB0_7395_0000,F51740,623.11
JB0_7396_0000,A51710,8195.68
JB0_7396_0000,F51710,638.69
JB0_7397_0000,A51740,1395.80
JB0_7397_0000,F51740,2571.49
JB0_7398_0000,A51710,2398.52
JB0_7398_0000,F51710,10.91
JB0_7399_0000,A51740,1604.38
JB0_7399_0000,F51740,108.58
JB0_7580_0000,A51650,6871.38
JB0_7580_0000,A51700,2340.74
JB0_7580_0000,F51650,401.61
JB0_7660_0000,A51810,33255.74
JB0_7660_0000,F51810,2904.19
JB0_7661_0000,A51710,7926.36
JB0_7661_0000,A51810,7128.65
JB0_7661_0000,F51710,15.33
JB0_7661_0000,F51810,1893.52
JB0_7662_0000,A51810,801.77
JB0_7662_0000,F51810,1001.95
JB0_7760_0000,A51800,42505.43
JB0_7760_0000,F51800,3268.28
JB1_8090_0001,A51093,4982.72
JB1_8090_0001,A51800,36011.30
JB1_8090_0001,F51800,6.55
JB2_7800_0001,A51093,29931.34
JB2_7800_0001,A51800,11537.76
JB3_6820_7053,A51036,11489.42
JB3_6820_7053,A51085,46431.42
JB3_6820_7053,A51087,73628.07
JB3_6820_7053,A51127,24639.91
JB3_6820_7053,A51760,4031.10
JB3_6820_7053,F51085,228.99
JB3_6820_7053,F51087,302.53
JB3_7053_0001,A51036,11592.38
JB3_7053_0001,A51127,20768.38
JL1_6560_6440,A51003,48645.31
JL1_6560_6440,A51125,357.52
JL1_6560_6440,B51003,11219.45
JL1_6560_6440,F51003,692.55
JL1_6760_6910,A51003,71364.92
JL1_6760_6910,A51065,2547.84
JL1_6770_6850,A51003,4193.88
JL1_6770_6850,A51125,24800.32
JL1_6770_6850,B51003,293.66
JL1_6770_6850,B51125,25251.99
JL1_6770_6850,F51125,4943.15
JL1_6910_6960,A51065,14199.65
JL1_6940_7200,A51125,27043.21
JL1_6940_7200,B51125,17689.07
JL1_6940_7200,F51125,14882.29
JL1_7080_7190,A51009,5450.79
JL1_7080_7190,A51125,2707.59
JL1_7080_7190,B51009,4965.94
JL1_7080_7190,B51125,1810.13
JL1_7080_7190,F51009,10228.66
JL1_7080_7190,F51125,5164.91
JL1_7170_6800,A51049,11734.39
JL1_7170_6800,A51145,39983.29
JL1_7190_7250,A51009,9067.56
JL1_7190_7250,A51125,5954.66
JL1_7200_7250,A51125,8373.95
JL1_7530_7430,A51011,37393.34
JL1_7530_7430,A51031,121.85
JL2_6240_6520,A51003,47334.94
JL2_6240_6520,A51079,33043.47
JL2_6240_6520,A51137,4599.14
JL2_6240_6520,B51003,1069.34
JL2_6240_6520,B51079,19111.49
JL2_6240_6520,F51003,630.21
JL2_6240_6520,F51079,7445.78
JL2_6440_6441,A51003,32868.69
JL2_6440_6441,B51003,30696.49
JL2_6440_6441,F51003,13253.81
JL2_6441_6520,A51003,33435.72
JL2_6850_6890,A51003,24158.05
JL2_6850_6890,A51125,74791.02
JL2_7110_7120,A51011,176.32
JL2_7110_7120,A51029,144709.69
JL2_7120_6970,A51029,12097.10
JL2_7240_7350,A51009,77006.29
JL2_7240_7350,A51125,353.47
JL2_7240_7350,B51009,7667.81
JL2_7240_7350,F51009,8265.48
JL2_7250_7090,A51009,2593.47
JL2_7250_7090,A51125,11233.13
JL2_7350_7090,A51009,1586.24
JL2_7350_7090,A51125,3289.83
JL3_7020_7100,A51029,98080.09
JL3_7020_7100,A51049,80052.32
JL3_7090_7150,A51125,42235.46
JL4_6520_6710,A51003,96433.20
JL4_6520_6710,A51065,51206.07
JL4_6520_6710,A51109,8716.61
JL4_6520_6710,A51540,6560.79
JL4_6520_6710,F51003,8.44
JL4_6520_6710,F51540,7.09
JL4_6710_6740,A51065,43853.26
JL4_6710_6740,A51109,349.06
JL6_6740_7100,A51049,3922.75
JL6_6740_7100,A51065,35920.53
JL6_6740_7100,A51075,41078.21
JL6_6740_7100,A51109,1488.77
JL6_6890_6990,A51003,39151.98
JL6_6890_6990,A51029,21091.10
JL6_6960_6970,A51029,1695.31
JL6_6960_6970,A51065,17147.51
JL6_6970_6740,A51029,13978.78
JL6_6970_6740,A51049,6524.82
JL6_6970_6740,A51065,16734.48
JL6_6990_6960,A51029,10516.53
JL6_6990_6960,A51065,3742.18
JL6_7150_6890,A51029,28978.68
JL6_7150_6890,A51125,16860.01
JL6_7160_7440,A51009,41372.54
JL6_7160_7440,A51019,6237.88
JL6_7160_7440,B51009,9756.87
JL6_7160_7440,B51019,21324.24
JL6_7160_7440,F51009,40813.29
JL6_7160_7440,F51019,11699.85
JL6_7320_7150,A51011,14255.28
JL6_7320_7150,A51029,19541.86
JL6_7320_7150,A51125,10722.02
JL6_7430_7320,A51009,6152.12
JL6_7430_7320,A51011,22211.48
JL6_7430_7320,A51125,5075.21
JL6_7440_7430,A51009,81537.16
JL6_7440_7430,A51011,13649.26
JL6_7440_7430,A51031,44305.06
JL6_7440_7430,A51680,31808.31
JL6_7440_7430,B51019,29070.87
JL7_6800_7070,A51041,8192.98
JL7_6800_7070,A51075,127411.03
JL7_6800_7070,A51085,822.39
JL7_6800_7070,A51087,20482.66
JL7_6800_7070,A51109,1357.09
JL7_6800_7070,A51145,68467.72
JL7_6800_7070,A51760,2082.33
JL7_7030_6800,A51049,19665.56
JL7_7030_6800,A51075,9671.41
JL7_7030_6800,A51145,9231.87
JL7_7070_0001,A51041,5837.44
JL7_7070_0001,A51087,3551.94
JL7_7070_0001,A51760,13709.17
JL7_7070_0001,F51760,3.05
JL7_7100_7030,A51049,1479.84
JL7_7100_7030,A51075,660.20
JU1_6290_6590,A51017,231.14
JU1_6290_6590,A51091,21992.71
JU1_6290_6590,F51017,460.69
JU1_6290_6590,F51091,15810.33
JU1_6300_6650,A51017,4315.10
JU1_6300_6650,A51091,19693.77
JU1_6300_6650,B51017,444.92
JU1_6300_6650,B51091,45965.10
JU1_6300_6650,F51017,23.15
JU1_6340_6650,B51017,524.68
JU1_6340_6650,B51091,17888.17
JU1_6340_6650,F51017,946.35
JU1_6340_6650,F51091,29192.67
JU1_6590_6600,A51017,2955.78
JU1_6590_6600,F51017,7986.93
JU1_6880_7260,A51015,6235.66
JU1_6880_7260,A51163,30961.01
JU1_6880_7260,B51015,290.61
JU1_6880_7260,B51163,10694.25
JU1_6880_7260,F51015,10532.11
JU1_6880_7260,F51163,17098.96
JU1_7560_7500,A51023,43942.79
JU1_7560_7500,F51023,7833.52
JU1_7560_7500,F51045,197.00
JU1_7630_7490,A51045,23485.31
JU1_7630_7490,A51071,1072.16
JU1_7630_7490,F51045,35965.25
JU1_7630_7490,F51071,6458.23
JU1_7690_7490,A51045,21169.83
JU1_7690_7490,A51121,2303.85
JU1_7690_7490,A51161,2952.78
JU1_7690_7490,F51045,31156.60
JU1_7690_7490,F51121,12061.26
JU1_7690_7490,F51161,1982.56
JU1_7750_7560,A51023,7956.59
JU1_7750_7560,A51161,9854.81
JU1_7750_7560,F51023,2148.61
JU1_7750_7560,F51161,1895.00
JU2_6410_6640,A51163,5584.62
JU2_6410_6640,C51015,18415.67
JU2_6410_6640,F51015,63383.15
JU2_6410_6640,F51163,2934.31
JU2_6600_6810,A51017,11189.98
JU2_6600_6810,F51017,25031.04
JU2_6810_6900,A51017,1667.73
JU2_6810_6900,F51017,2913.36
JU2_7140_7330,A51005,44251.67
JU2_7140_7330,A54063,18665.37
JU2_7140_7330,F51005,44232.76
JU2_7140_7330,F54063,581.21
JU2_7180_7380,A51023,1637.07
JU2_7180_7380,A51163,80552.05
JU2_7180_7380,F51023,19.46
JU2_7180_7380,F51163,3340.90
JU2_7360_7000,A51005,6519.22
JU2_7360_7000,F51005,6460.31
JU2_7450_7360,A51005,24570.19
JU2_7450_7360,A51045,8120.29
JU2_7450_7360,A51071,154.13
JU2_7450_7360,A54063,13041.59
JU2_7450_7360,F51005,23127.01
JU2_7450_7360,F51045,13939.40
JU2_7450_7360,F54063,16447.98
JU3_6380_6900,A51017,28732.63
JU3_6380_6900,A51091,46535.61
JU3_6380_6900,F51017,25869.94
JU3_6640_6790,A51163,44783.08
JU3_6640_6790,B51017,15145.22
JU3_6640_6790,C51015,21998.63
JU3_6640_6790,F51015,15946.96
JU3_6640_6790,F51017,11104.93
JU3_6640_6790,F51163,11210.86
JU3_6650_7300,A51005,11663.20
JU3_6650_7300,A51017,10152.42
JU3_6650_7300,A51023,1121.06
JU3_6650_7300,A51163,6.60
JU3_6650_7300,B51017,52167.42
JU3_6650_7300,F51005,20939.08
JU3_6650_7300,F51017,80082.89
JU3_6650_7300,F51023,1176.45
JU3_6650_7300,F51163,548.86
JU3_6790_7260,A51015,17249.56
JU3_6790_7260,A51163,104727.03
JU3_6790_7260,A51678,1595.74
JU3_6790_7260,C51015,3236.06
JU3_6790_7260,F51163,314.58
JU3_6900_6950,A51005,1804.64
JU3_6900_6950,A51017,16330.50
JU3_6900_6950,F51005,7722.81
JU3_6900_6950,F51017,3357.84
JU3_6950_7330,A51005,28113.63
JU3_6950_7330,A51017,18832.70
JU3_6950_7330,A51580,717.67
JU3_6950_7330,F51005,9885.41
JU3_6950_7330,F51017,5416.10
JU3_6950_7330,F51580,12.33
JU3_7400_7510,A51005,1290.52
JU3_7400_7510,A51023,11652.53
JU3_7400_7510,F51005,242.02
JU3_7400_7510,F51023,14445.88
JU3_7490_7400,A51023,11613.10
JU3_7490_7400,A51045,16193.30
JU3_7490_7400,F51023,11480.57
JU3_7490_7400,F51045,32479.44
JU4_7000_7300,A51005,25215.23
JU4_7000_7300,A51017,2409.98
JU4_7000_7300,A51023,281.34
JU4_7000_7300,A51580,985.97
JU4_7000_7300,B51017,4251.08
JU4_7000_7300,F51005,26110.54
JU4_7000_7300,F51017,9504.46
JU4_7260_7380,A51163,10945.06
JU4_7260_7380,A51530,4161.86
JU4_7260_7380,B51163,636.96
JU4_7260_7380,F51163,12264.16
JU4_7260_7380,F51530,210.64
JU4_7330_7000,A51005,1991.41
JU4_7330_7000,A51580,1898.47
JU4_7330_7000,F51005,2790.17
JU4_7380_7160,A51163,5292.72
JU4_7380_7160,F51163,3455.97
JU5_7300_7510,A51005,256.62
JU5_7300_7510,A51023,43214.07
JU5_7300_7510,A51163,98.22
JU5_7300_7510,F51005,1.64
JU5_7300_7510,F51023,10840.94
JU5_7300_7510,F51163,632.70
JU5_7420_7160,A51023,22314.56
