BMPFullane,BMP Shortname,Landuse_Type,HGMR,TN,TP,BOD,SED
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,high,APSN,0.11,0,0.055,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,high,BR_N,0.11,0,0.055,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,high,CPDN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,high,CPDT,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,high,CPLN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,high,CPLT,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,high,CPUN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,high,CPUT,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,high,ML_N,0.11,0,0.055,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,high,PCAN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,high,PCRN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,high,VRCN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,high,VRSN,0.11,0,0.055,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,low,APCN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,low,APSN,0.11,0,0.055,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,low,BR_N,0.11,0,0.055,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,low,CPDN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,low,CPDT,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,low,CPLN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,low,CPLT,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,low,CPUN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,low,CPUT,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,low,ML_N,0.11,0,0.055,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,low,PCAN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,low,PCRN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,low,VRCN,0.15,0,0.075,0
Commodity Cover Crop Early-Planting Other Barley,ComCovCropEOB,low,VRSN,0.11,0,0.055,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,high,APCN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,high,APSN,0.16,0,0.08,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,high,BR_N,0.16,0,0.08,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,high,CPDN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,high,CPDT,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,high,CPLN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,high,CPLT,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,high,CPUN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,high,CPUT,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,high,ML_N,0.16,0,0.08,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,high,PCAN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,high,PCRN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,high,VRCN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,high,VRSN,0.16,0,0.08,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,low,APCN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,low,APSN,0.16,0,0.08,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,low,BR_N,0.16,0,0.08,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,low,CPDN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,low,CPDT,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,low,CPLN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,low,CPLT,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,low,CPUN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,low,CPUT,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,low,ML_N,0.16,0,0.08,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,low,PCAN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,low,PCRN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,low,VRCN,0.21,0,0.105,0
Commodity Cover Crop Early Other Rye,ComCovCropEOR,low,VRSN,0.16,0,0.08,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,high,APCN,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,high,APSN,0.11,0,0.055,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,high,BR_N,0.11,0,0.055,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,high,CPDN,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,high,CPDT,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,high,CPLN,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,high,CPLT,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,high,CPUN,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,high,CPUT,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,high,ML_N,0.11,0,0.055,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,high,PCAN,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,high,PCRN,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,high,VRCN,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,high,VRSN,0.11,0,0.055,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,low,APCN,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,low,APSN,0.11,0,0.055,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,low,BR_N,0.11,0,0.055,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,low,CPDN,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,low,CPDT,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,low,CPLN,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,low,CPLT,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,low,CPUN,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,low,CPUT,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,low,ML_N,0.11,0,0.055,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,low,PCAN,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,low,PCRN,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,low,VRCN,0.15,0,0.075,0
Commodity Cover Crop Early Other Wheat,ComCovCropEOW,low,VRSN,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,high,APCN,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,high,APSN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,high,BR_N,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,high,CPDN,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,high,CPDT,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,high,CPLN,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,high,CPLT,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,high,CPUN,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,high,CPUT,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,high,ML_N,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,high,PCAN,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,high,PCRN,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,high,VRCN,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,high,VRSN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,low,APCN,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,low,APSN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,low,BR_N,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,low,CPDN,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,low,CPDT,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,low,CPLN,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,low,CPLT,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,low,CPUN,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,low,CPUT,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,low,ML_N,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,low,PCAN,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,low,PCRN,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,low,VRCN,0.11,0,0.055,0
Commodity Cover Crop Late-Planting Drilled Rye,ComCovCropLDR,low,VRSN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,high,APCN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,high,APSN,0.06,0,0.03,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,high,BR_N,0.06,0,0.03,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,high,CPDN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,high,CPDT,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,high,CPLN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,high,CPLT,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,high,CPUN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,high,CPUT,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,high,ML_N,0.06,0,0.03,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,high,PCAN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,high,PCRN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,high,VRCN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,high,VRSN,0.06,0,0.03,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,low,APCN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,low,APSN,0.06,0,0.03,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,low,BR_N,0.06,0,0.03,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,low,CPDN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,low,CPDT,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,low,CPLN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,low,CPLT,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,low,CPUN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,low,CPUT,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,low,ML_N,0.06,0,0.03,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,low,PCAN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,low,PCRN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,low,VRCN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Drilled Wheat,ComCovCropLDW,low,VRSN,0.06,0,0.03,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,high,APCN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,high,APSN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,high,BR_N,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,high,CPDN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,high,CPDT,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,high,CPLN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,high,CPLT,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,high,CPUN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,high,CPUT,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,high,ML_N,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,high,PCAN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,high,PCRN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,high,VRCN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,high,VRSN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,low,APCN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,low,APSN,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,low,BR_N,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,low,CPDN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,low,CPDT,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,low,CPLN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,low,CPLT,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,low,CPUN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,low,CPUT,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,low,ML_N,0.07,0,0.035,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,low,PCAN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,low,PCRN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,low,VRCN,0.09,0,0.045,0
Commodity Cover Crop Late-Planting Other Rye,ComCovCropLOR,low,VRSN,0.07,0,0.035,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,high,APCN,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,high,APSN,0.05,0,0.025,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,high,BR_N,0.05,0,0.025,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,high,CPDN,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,high,CPDT,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,high,CPLN,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,high,CPLT,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,high,CPUN,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,high,CPUT,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,high,ML_N,0.05,0,0.025,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,high,PCAN,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,high,PCRN,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,high,VRCN,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,high,VRSN,0.05,0,0.025,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,low,APCN,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,low,APSN,0.05,0,0.025,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,low,BR_N,0.05,0,0.025,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,low,CPDN,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,low,CPDT,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,low,CPLN,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,low,CPLT,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,low,CPUN,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,low,CPUT,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,low,ML_N,0.05,0,0.025,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,low,PCAN,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,low,PCRN,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,low,VRCN,0.06,0,0.03,0
Commodity Cover Crop Late Other Wheat,ComCovCropLOW,low,VRSN,0.05,0,0.025,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,high,APCN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,high,APSN,0.11,0,0.055,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,high,BR_N,0.11,0,0.055,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,high,CPDN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,high,CPDT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,high,CPLN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,high,CPLT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,high,CPUN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,high,CPUT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,high,ML_N,0.11,0,0.055,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,high,PCAN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,high,PCRN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,high,VRCN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,high,VRSN,0.11,0,0.055,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,low,APCN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,low,APSN,0.11,0,0.055,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,low,BR_N,0.11,0,0.055,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,low,CPDN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,low,CPDT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,low,CPLN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,low,CPLT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,low,CPUN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,low,CPUT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,low,ML_N,0.11,0,0.055,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,low,PCAN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,low,PCRN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,low,VRCN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Barley,ComCovCropSDB,low,VRSN,0.11,0,0.055,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,high,APCN,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,high,APSN,0.16,0,0.08,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,high,BR_N,0.16,0,0.08,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,high,CPDN,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,high,CPDT,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,high,CPLN,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,high,CPLT,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,high,CPUN,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,high,CPUT,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,high,ML_N,0.16,0,0.08,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,high,PCAN,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,high,PCRN,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,high,VRCN,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,high,VRSN,0.16,0,0.08,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,low,APCN,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,low,APSN,0.16,0,0.08,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,low,BR_N,0.16,0,0.08,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,low,CPDN,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,low,CPDT,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,low,CPLN,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,low,CPLT,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,low,CPUN,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,low,CPUT,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,low,ML_N,0.16,0,0.08,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,low,PCAN,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,low,PCRN,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,low,VRCN,0.21,0,0.105,0
Commodity Cover Crop Standard Drilled Rye,ComCovCropSDR,low,VRSN,0.16,0,0.08,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,high,APCN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,high,APSN,0.11,0,0.055,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,high,BR_N,0.11,0,0.055,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,high,CPDN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,high,CPDT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,high,CPLN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,high,CPLT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,high,CPUN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,high,CPUT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,high,ML_N,0.11,0,0.055,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,high,PCAN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,high,PCRN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,high,VRCN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,high,VRSN,0.11,0,0.055,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,low,APCN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,low,APSN,0.11,0,0.055,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,low,BR_N,0.11,0,0.055,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,low,CPDN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,low,CPDT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,low,CPLN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,low,CPLT,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,low,CPUN,0.15,0,0.075,0
Commodity Cover Crop Standard-Planting Drilled Wheat,ComCovCropSDW,low,CPUT,0.15,0,0.075,0
